ASIN,Locale,Image,Title,Bought in past month,Buy Box: Current,Amazon: Current,Buy Box: 90 days avg.,Buy Box: 90 days drop %,New Offer Count: Current,Sales Rank: 90 days avg.,Sales Rank: 90 days drop %,Sales Rank: Drops last 90 days,Sales Rank: Reference,Sales Rank: Display Group,Sales Rank: Subcategory Sales Ranks,Sales Rank: Current,90 days change % monthly sold,Return Rate,Reviews: Rating,Reviews: Rating Count,Reviews: Rating Count - 90 days drop %,Reviews: Review Count - Format Specific,Last Price Change,Buy Box: Stock,Buy Box: 90 days OOS,Buy Box: Buy Box Seller,Buy Box: Shipping Country,Buy Box: Strikethrough Price,Buy Box: % Amazon 90 days,Buy Box: % Top Seller 90 days,Buy Box: Winner Count 90 days,Buy Box: Standard Deviation 90 days,Buy Box: Flipability 90 days,Buy Box: Is FBA,Buy Box: Unqualified,Buy Box: Prime Eligible,Buy Box: Subscribe & Save,Amazon: 90 days avg.,Amazon: 90 days drop %,Amazon: Stock,Amazon: 90 days OOS,New: Current,New: 90 days avg.,New: 90 days drop %,New: 90 days OOS,"New, 3rd Party FBA: Current","New, 3rd Party FBA: 90 days avg.","New, 3rd Party FBA: 90 days drop %","New, 3rd Party FBA: Stock",FBA Pick&Pack Fee,Referral Fee %,Referral Fee based on current Buy Box price,"New, 3rd Party FBM: Current","New, 3rd Party FBM: 90 days avg.","New, 3rd Party FBM: 90 days drop %","New, 3rd Party FBM: Stock","New, Prime exclusive: Current","New, Prime exclusive: 90 days avg.","New, Prime exclusive: 90 days drop %",Lightning Deals: Current,Buy Box Used: Current,Buy Box Used: 90 days avg.,Buy Box Used: 90 days drop %,Buy Box Used: Buy Box Used Seller,Buy Box Used: Is FBA,Buy Box Used: Condition,Used: Current,Used: 90 days avg.,Used: 90 days drop %,Used: 90 days OOS,"Used, like new: Current","Used, like new: 90 days avg.","Used, like new: 90 days drop %","Used, very good: Current","Used, very good: 90 days avg.","Used, very good: 90 days drop %","Used, good: Current","Used, good: 90 days avg.","Used, good: 90 days drop %","Used, acceptable: Current","Used, acceptable: 90 days avg.","Used, acceptable: 90 days drop %",Warehouse Deals: Current,Warehouse Deals: 90 days avg.,Warehouse Deals: 90 days drop %,List Price: Current,List Price: 90 days avg.,List Price: 90 days drop %,eBay New: Current,eBay New: 90 days avg.,eBay New: 90 days drop %,eBay Used: Current,eBay Used: 90 days avg.,eBay Used: 90 days drop %,Total Offer Count,New Offer Count: 90 days avg.,Used Offer Count: Current,Used Offer Count: 90 days avg.,Tracking since,Listed since,URL: URL slug,Categories: Root,Categories: Sub,Categories: Tree,Website Display Group: Name,Product Codes: UPC,Product Codes: EAN,Product Codes: GTIN,Product Codes: PartNumber,Parent ASIN,Freq. Bought Together,Type,Manufacturer,Brand,Brand Store Name,Brand Store URL Name,Model,Variation Attributes,Color,Size,Unit Details: Unit Value,Unit Details: Unit Type,Scent,Item Form,Pattern,Style,Material,Item Type,Target Audience,Recommended Uses,Specific Uses,Product Benefit,Edition,Format,Author,Contributors,Binding,Number of Items,Number of Pages,Publication Date,Release Date,Languages,Videos: Video Count,Videos: Has Main Video,Videos: Main Videos,Videos: Additional Videos,A+ Content: Has A+ Content,Package: Dimension (cm³),Package: Weight (g),Package: Quantity,Item: Dimension (cm³),Item: Weight (g),Included Components,Ingredients,Active Ingredients,Special Ingredients,Safety Warning,Batteries Required,Batteries Included,Hazardous Materials,Is HazMat,Is heat sensitive,Adult Product,Is Merch on Demand,Trade-In Eligible,Deals: Deal Type,Deals: Badge,One Time Coupon: Absolute,One Time Coupon: Percentage,One Time Coupon: Subscribe & Save %,Business Discount: Percentage,Pre-filter Flags
B0CHWDWK4S,co.uk,https://m.media-amazon.com/images/I/71VhYBqbAOL.jpg;https://m.media-amazon.com/images/I/71aEhUOzS2L.jpg;https://m.media-amazon.com/images/I/81-tX6z-eTL.jpg;https://m.media-amazon.com/images/I/71gBZ6tws8L.jpg;https://m.media-amazon.com/images/I/718ebtw9fpL.jpg;https://m.media-amazon.com/images/I/81xhvHUdB3L.jpg;https://m.media-amazon.com/images/I/71wWg5p7MfL.jpg;https://m.media-amazon.com/images/I/71F+wbIXloL.jpg;https://m.media-amazon.com/images/I/81HAXNStAzL.jpg,"Buddy & Lola Super Shrooms 5 Mushroom Blend For Dogs, High Beta Glucan For Dogs, Immunity Booster and Holistic Dog Health Supplement, Mushroom Supplement for Dog",50,29.95,,31.18,4 %,3,14565,18 %,43,Pet Supplies,pet_products_display_on_website,# 449 | Top 3% | Dry Dog Food,11942,-2 %,,4.1,30,,-,2026/03/17 15:28,,0 %,More Years LTD (95%) / A3F825RJFKOPHY,,31.96,0 %,98 %,2,1.73,64,yes,no,yes,no,,,,100 %,29.95,31.32,4 %,0 %,,31.71,,,2.94,14.99 %,4.49,,32.78,,,,,,,,,,,no,,,,,100 %,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,2023/09/24,2023/09/12,Buddy-Lola-Mushroom-Immunity-Supplement,Pet Supplies,Dry,Pet Supplies › Dogs › Food › Dry,Pet Products,,5060928060161,,5060928060161,,"B0BJW5W9H9,B0CHSGT9VK",ANIMAL_NUTRITIONAL_SUPPLEMENT,Buddy & Lola,Buddy & Lola,Buddy & Lola,BuddyLola,5060928060161,,Brown,120g,1,count,Mushroom,Powder,,,,,Dogs,,"Immunity,Joints,Allergy Support,Anti-Inflammatory",Supports your dog's immunity and supports healthy cell growth; High in beta-glucan content and made from the mushroom body; Supports your dog’s overall well-being,,,,,,,,,,English: Ingredients,1,yes,"[{""creator"":""Creator: Main"",""image"":""https://m.media-amazon.com/images/I/711lybLsE6L.jpg"",""url"":""https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/12529673-9f97-4641-96a1-ae1efa617629/default.vertical.jobtemplate.hls.m3u8""}]",,yes,1249,130,1,532,120,Scoop Included in pouch,"Grifola Frondosa (Maitake), Ganoderma Lucidum (Reishi), Trametes Versicolor (Turkey Tail), Lentinula Edodes (Shiitake), Chaga Mushroom","Shiitake Mushroom, Maitake Mushroom, Reishi Mushroom, Chaga Mushroom, Turkey Tail Mushroom",,,no,no,,no,no,no,no,no,,,-,,,,
B08T7THZ69,co.uk,https://m.media-amazon.com/images/I/812b9A8WnHL.jpg;https://m.media-amazon.com/images/I/71vAjIuT5rL.jpg;https://m.media-amazon.com/images/I/71P5Srfay1L.jpg;https://m.media-amazon.com/images/I/71j5W79XN6L.jpg;https://m.media-amazon.com/images/I/71TdEGQgodL.jpg;https://m.media-amazon.com/images/I/818ChJmx7hL.jpg,PetExx Hepatic 30 tablets - SAMe & Silybin (Milk Thistle) supplement formulated by vets to aid liver health in pets - manufactured in UK,50,26.78,,26.80,0 %,2,13093,8 %,53,Pet Supplies,pet_products_display_on_website,# 16 | Top 3% | Nonprescription Dog Medications,11981,0 %,,4.4,65,-5 %,-,2026/03/15 10:40,32,0 %,LSM GREEN (94%) / A4TUT4Q8UR41D,,-,0 %,53 %,3,0.02,8,yes,no,yes,yes,,,,100 %,26.77,26.79,0 %,0 %,26.77,26.79,0 %,119,1.87,15.01 %,4.02,,,,,,,,,,,,,no,,,,,100 %,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,2021/04/05,2021/01/16,PetExx-Hepatic-Boost-tablets-manufactured,Pet Supplies,"Nonprescription Medications, Dogs, Everyday Essentials: Pets, Pet Health Supplies",Pet Supplies › Dogs › Health Supplies › Nonprescription Medications,Pet Products,,5060890050085,,,,B08HB5TTMB,ANIMAL_NUTRITIONAL_SUPPLEMENT,PetExx,PetExx,PetExx,PetExxLtd,,,,30 Count (Pack of 1),30,count,,Tablet,,,,,,,,"Joint Health, Immune Support, Urinary Health, Antioxidant",,,,,,1,,,,,1,yes,"[{""creator"":""Creator: Main"",""image"":""https://m.media-amazon.com/images/I/61d8j6FXvoL.jpg"",""url"":""https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/611893d3-aff6-4b3f-9f58-51330e59baf3/default.jobtemplate.hls.m3u8""}]",,yes,234,40,1,,,,,,,,no,no,,no,no,no,no,no,,,-,,,,LOW SELLER CHECK
B007BNZZLI,co.uk,https://m.media-amazon.com/images/I/91zTRXfgpjL.jpg;https://m.media-amazon.com/images/I/91q9vx2MI+L.jpg;https://m.media-amazon.com/images/I/417BehEhYnL.jpg;https://m.media-amazon.com/images/I/51cjRtOPopL.jpg;https://m.media-amazon.com/images/I/51cE-AODB7L.jpg,Hill's Pet Nutrition Chicken Food - 1.2 kg,50,21.99,,21.20,-4 %,7,15350,14 %,52,Pet Supplies,pet_products_display_on_website,# 260 | Top 3% | Dry Cat Food,13198,-6 %,,4.1,336,-2 %,-,2026/03/18 21:02,8,1 %,Bilyesha (100%) / A2KNHWJLZ5C4NR,,-,0 %,43 %,13,1.02,84,yes,no,yes,no,,,,100 %,21.27,19.13,-11 %,0 %,21.99,21.35,-3 %,38,3.13,14.99 %,3.30,21.27,21.07,-1 %,31,,,,,,,,,no,,,,,100 %,,,,,,,,,,,,,,,,,,,36.99,38.56,4 %,,,,7,6,,,2016/07/08,2012/09/25,Hills-Pet-Nutrition-Chicken-Food,Pet Supplies,"Dry, Everyday Essentials: Pets",Pet Supplies › Cats › Food › Dry,Pet Products,052742118918,,00052742118918,921399174,,,PET_FOOD,HILL\'S,Hill's,,,921399174,,,85 g (Pack of 12),1020,gram,,Chunk,,,,,,"pet_digestive_health, pet_immune_system_support",metabolism,Cat,,,,,,12,,,,,0,no,,,no,2837,1160,1,,1021,,"Water, Pork Liver, Pork By-Products, Chicken, Wheat Flour, Chicken Fat (preserved with mixed tocopherols and citric acid), Corn Starch, Brewers Rice, Dried Beet Pulp, Chicken Liver Flavor, Dicalcium Phosphate, Calcium Carbonate, Powdered Cellulose, Guar Gum, Potassium Chloride, Taurine, Choline Chloride, Iodized Salt, Vitamin E Supplement, DL-Methionine, Thiamine Mononitrate, Ascorbic Acid (source of vitamin C), Zinc Oxide, Ferrous Sulfate, Niacin, Beta-Carotene, Manganous Oxide, Pyridoxine Hydrochloride, Calcium Pantothenate, Vitamin B12 Supplement, Riboflavin, Biotin, Vitamin D3 Supplement, Folic Acid, Calcium Iodate.",,"Pork Liver, Chicken Liver Flavor",,no,no,,no,no,no,no,no,,,-,,,,
B0034YQ738,co.uk,https://m.media-amazon.com/images/I/51dsjJx+quL.jpg,Juwel Powerhead 600 l/h,50,42.45,,43.17,2 %,6,15505,22 %,47,Pet Supplies,pet_products_display_on_website,# 34 | Top 0.1% | Aquarium Water Pumps,12157,-2 %,,4.6,514,-1 %,-,2026/03/19 19:22,11,1 %,Aquatics Discount (92%) / A2MYEVYTNLKQFQ,GB,-,0 %,64 %,6,0.80,17,no,no,no,no,,,,100 %,42.45,42.72,1 %,0 %,44.95,45.86,2 %,25,2.97,15.01 %,6.37,42.45,42.72,1 %,58,,,,,,,,,no,,43.60,43.53,0 %,0 %,43.60,43.53,0 %,,,,,,,,,,,40.74,,,,,,,0 %,,,0 %,7,6,1,1,2011/04/09,2010/01/19,Juwel-Powerhead-600-l-h,Pet Supplies,"Water Pumps, Fish Food & Care, Fish & Reptiles",Pet Supplies › Fish & Aquatic Pets › Aquarium Accessories › Pumps & Filters › Water Pumps,Kitchen,,4022573855562,,85556,,,WATER_PUMP,Juwel,Juwel Aquarium,,,VDTAZ012B,,Black,,,,,,,Aquatic,Plastic,,,,,,,,,,,,,,,,0,no,,,no,1542,480,1,,280,,,,,,no,no,,no,no,no,no,no,,,-,,,,
B08LB1RKLV,co.uk,https://m.media-amazon.com/images/I/617ipeud0dL.jpg;https://m.media-amazon.com/images/I/613MyLpI68L.jpg;https://m.media-amazon.com/images/I/71bdjf-eSgL.jpg;https://m.media-amazon.com/images/I/61iYStRM9AL.jpg;https://m.media-amazon.com/images/I/61X--Ho2jrL.jpg;https://m.media-amazon.com/images/I/51Txs8uBe8L.jpg,"Professional Animal Stainless Steel Comb Set for A5-style Detachable Blade Clippers, Snap-On Size #10/15/30 for Pets, Dogs, Cats, and Horses (Not Compatible with 5-in-1 Blades)",50,26.68,32.98,26.00,-3 %,2,13219,7 %,50,Pet Supplies,pet_products_display_on_website,# 32 | Top 0.14% | Combs for Dogs,12332,0 %,,4.3,2335,,-,2026/03/19 10:40,317,2 %,shernbao Pet EuShop (100%) / A3F674OWI27CV8,,-,0 %,67 %,2,0.47,6,yes,no,yes,no,31.70,-4 %,39,0 %,26.68,25.88,-3 %,0 %,,25.89,,317,3.04,14.99 %,4.00,,34.71,,,,,,,,,,,no,,,,,100 %,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,2020/12/09,2020/10/17,shernbao-Professional-Attachment-Stainless-Detachable,Pet Supplies,Combs,Pet Supplies › Dogs › Grooming › Combs,Beauty,797550064537,0797550064537,,,,,HAIR_COMB,shernbao,shernbao,shernbao,shernbao,,,"Blue,Green,Purple,Red","2,54cm",1,count,,,,Colored Pet Grooming Combs with Standard A5 Blade Fitting Design,Sandalwood,,dogs,,,,,,,,,1,,,,,0,no,,,no,2193,630,1,,,,,,,,no,no,,no,no,no,no,no,,,-,,,,AMAZON CHECK; LOW SELLER CHECK
B0021WRJFE,co.uk,https://m.media-amazon.com/images/I/81t6KB658TL.jpg;https://m.media-amazon.com/images/I/51OQpnY0pOL.jpg;https://m.media-amazon.com/images/I/81RJa8rPHfL.jpg;https://m.media-amazon.com/images/I/71sInUcn1EL.jpg;https://m.media-amazon.com/images/I/81wGCBDWbLL.jpg;https://m.media-amazon.com/images/I/81kMu0KQ6qL.jpg,"Oxbow Animal Health Critical Care, Herbivore, Anise Flavor, 454 Gram Bag, 70104",50,28.99,57.76,28.60,-1 %,9,13604,8 %,71,Pet Supplies,pet_products_display_on_website,# 16 | Top 0.24% | Health Supplies for Small Animals,12490,0 %,,4.4,1108,-7 %,-,2026/03/19 11:40,1,1 %,D-PRIME MALL (100%) / A1ONCVTPC37LQV,,-,0 %,22 %,14,2.27,55,yes,no,yes,yes,37.51,-54 %,,25 %,28.99,26.42,-10 %,0 %,28.99,28.33,-2 %,20,2.91,15.01 %,4.35,38.55,40.98,6 %,52,,,,,,,,,no,,,,,100 %,,,,,,,,,,,,,,,,,,,,,2 %,,,,9,13,,,2016/07/16,2008/10/20,Oxbow-Critical-Care-Supplement-1-Pound,Pet Supplies,"Health Supplies, Everyday Essentials: Pets, node 2, Fish & Reptiles, Pet Health Supplies, Pet Food & Nutrition, Pets All, Small Animal & Bird",Pet Supplies › Small Animals › Health Supplies,Pet Products,744845701042,0744845701042,00744845701042,103-410-0454,,,PET_FOOD,Oxbow Animal Health LLC,Oxbow,Oxbow,Oxbow,744845701042,,Multi-colored,454 g (Pack of 1),454,gram,,Powder,,dry,Other,,rodents,"Recovery, Illness/Post-Surgery Support","Stomach,Weaning,Weight",Supports recovery of ill herbivores with complete nutrition.,,,,,,1,,,,English: Ingredients; Italian: Ingredients,1,yes,"[{""creator"":""Creator: Main"",""image"":""https://m.media-amazon.com/images/I/51-TittFcML.jpg"",""url"":""https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/8185cfb6-a7a8-4f76-8339-68dbf7832d16/default.jobtemplate.hls.m3u8""}]",,no,3501,460,1,3379,454,,All-Natural,,Timothy Hay,,no,no,,no,no,no,no,no,,,-,,,,AMAZON CHECK
B009L4RBV2,co.uk,https://m.media-amazon.com/images/I/5130hqjd+cL.jpg;https://m.media-amazon.com/images/I/61KJzbQ8CsL.jpg;https://m.media-amazon.com/images/I/711-3WhuWbL.jpg;https://m.media-amazon.com/images/I/51KgZb8e-UL.jpg,Flumax 150 ml,50,33.07,,33.56,1 %,11,10981,23 %,58,Pet Supplies,pet_products_display_on_website,# 426 | Top 0.13% | Small Animals; # 26 | Top 1.16% | Nutritional Supplements for Horses,8408,34 %,,4.3,209,0 %,-,2026/03/19 21:24,400,1 %,Pet Drugs Online (96%) / A32HMNP2U03655,GB,-,0 %,86 %,4,0.73,17,no,no,yes,yes,,,,100 %,33.07,29.60,-12 %,0 %,33.07,34.54,4 %,418,3.04,15.01 %,4.96,33.07,33.23,0 %,2093,,,,,,,,,no,,,,,100 %,,,,,,,,,,,,,,,,,,,,,,,,,11,9,,,2016/09/14,2012/10/03,VetPlus-5031812508359-Flumax-150ml,Pet Supplies,"Small Animals, Nutritional Supplements & Remedies, Everyday Essentials: Pets, Small Animal & Bird",Pet Supplies › Small Animals,Pet Products,,5031812508359,,5031812508359,,B00YND4R4K,ANIMAL_NUTRITIONAL_SUPPLEMENT,Vetplus,VetPlus,,,5031812508359,,Black,one size,150,millilitre,,Capsule,Solid,Classic,cotton,,Birds,,Multimedia,,,,,,,1,,,2021-10-25,Spanish,0,no,,,no,3713,220,1,306000,200,Flumax 150 ml,Flumax 150 ml,Vitamin C,,,no,no,,no,no,no,no,no,,,-,,,,
B00AR3EWT0,co.uk,https://m.media-amazon.com/images/I/61WkqmNwRuL.jpg;https://m.media-amazon.com/images/I/71YuDNvHg2L.jpg;https://m.media-amazon.com/images/I/61MrKzJCRVL.jpg;https://m.media-amazon.com/images/I/51CUEXkJunL.jpg;https://m.media-amazon.com/images/I/71OEf8UKyyL.jpg,"EzyDog Zero Shock Dog Lead - Shock Absorbing - Anti Pull Dog Lead for Medium Dogs, Leads For Large Dogs - Soft Double Handle, Traffic Control, 1.2m - Red",50,26.99,,27.33,1 %,3,19229,33 %,62,Pet Supplies,pet_products_display_on_website,# 108 | Top 0.21% | Basic Dog Leashes,12901,-11 %,,4.7,495,,-,2026/03/19 10:56,,14 %,In Stock And Ready (86%) / A2C3RERGEU2OJP,,28.00,0 %,49 %,7,1.06,55,yes,no,yes,no,,,,100 %,26.99,27.33,1 %,0 %,,27.51,,107,2.94,15.01 %,4.05,,26.31,,2,,,,,,,,,no,,,,,100 %,,,,,,,,,,,,,,,,23.00,23.00,0 %,,,,,,,3,3,,,2013/03/21,2012/12/20,EzyDog-Shock-Absorbing-Traffic-Control,Pet Supplies,"Basic Leads, Toys & Training, Premium Pet Link, Customers’ Most Loved: Pets","Pet Supplies › Dogs › Collars, Harnesses & Leads › Leads › Basic Leads",Pet Products,,"5055478621900, 9346036000531, 8800208270449",09346036000531,FBA_ZZS48RED,,,LEASH,EzyDog,EzyDog,EzyDog,EzyDog,FBA_ZZS48RED,,Red,48 Inch,1000,gram,,,Dog,,Neoprene,,,,,,,,,,Target,1,,,,,1,yes,"[{""creator"":""Creator: Main"",""image"":""https://m.media-amazon.com/images/I/511tjLDSiOL.jpg"",""url"":""https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/1560012d-0890-4c81-8a2d-1be99b2c58f0/default.jobtemplate.hls.m3u8""}]",,yes,2753,150,1,1486,150,,,,,,no,no,,no,no,no,no,no,,,-,,,,
B000RXY4H0,co.uk,https://m.media-amazon.com/images/I/61zY3N6YhPL.jpg;https://m.media-amazon.com/images/I/81dbIQnMPzL.jpg;https://m.media-amazon.com/images/I/71lEpngGzIL.jpg;https://m.media-amazon.com/images/I/71SUWD58G5L.jpg;https://m.media-amazon.com/images/I/71I9CNaGGHL.jpg;https://m.media-amazon.com/images/I/717IlCDsoeL.jpg,"PetSafe Magnetic 4 Way Locking Classic Cat Flap - Secure Access, Flexible Locking, Durable Design",50,29.22,,27.01,-8 %,6,18398,29 %,57,Pet Supplies,pet_products_display_on_website,# 33 | Top 0.15% | Cat Flaps,13014,-2 %,,4.5,1051,0 %,362,2026/03/17 14:48,135,13 %,Pattern UK (99%) / A2U0XEBDSNTC63,,38.99,0 %,82 %,5,3.09,16,yes,no,yes,no,,,,100 %,29.20,26.50,-10 %,0 %,29.20,26.94,-8 %,139,3.25,15.01 %,4.39,29.20,29.16,0 %,998,,,,,,,,,no,,13.35,13.97,4 %,45 %,13.35,13.96,4 %,,,,,,,,,,13.35,13.95,51 %,38.99,38.99,0 %,,,0 %,,,,8,6,2,2,2011/04/01,2007/06/13,PetSafe-Staywell-Magnetic-Classic-Exclusive,Pet Supplies,"Cat Flaps, 20% Off Promotion Code for Selected Pet Supplies, Top Brands Pets Habitats, Petsafe Cat Doors, Toys & Accessories",Pet Supplies › Cats › Cat Flaps & Enclosures › Cat Flaps,Pet Products,,5011569008531,05011569008531,932GIFD,B0843HS8ZJ,,PET_DOOR,PetSafe,PetSafe,PetSafe,PetSafe,932EF,Color: White; Configuration: Single;,White,S,1,count,,,,Magnetic,Glass,,,,,,,,,,,1,,,2011-09-08,,1,yes,"[{""creator"":""Creator: Main"",""image"":""https://m.media-amazon.com/images/I/6142A42GHCL.jpg"",""url"":""https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/1ac9288f-8010-4252-a37b-e3a9afca26d5/default.vertical.jobtemplate.hls.m3u8""}]",,yes,7212,860,1,,800,,,,,,no,no,,no,no,no,no,no,,,-,,,,
B07RK3TP8D,co.uk,https://m.media-amazon.com/images/I/61NKbsT7sIL.jpg;https://m.media-amazon.com/images/I/71-2yORGrmL.jpg;https://m.media-amazon.com/images/I/71LYnSae3nL.jpg;https://m.media-amazon.com/images/I/31IDhxHFNLL.jpg;https://m.media-amazon.com/images/I/61HDaI6xTzL.jpg;https://m.media-amazon.com/images/I/71C4N+RduNL.jpg;https://m.media-amazon.com/images/I/61BU+RCGKtL.jpg,Oxyfresh Premium Pet Dental Care Solution Pet Water Additive: Best Way to Eliminate Bad Dog Breath and Cat Breath - Fights...,100,24.99,,24.13,-4 %,3,10609,-24 %,104,Pet Supplies,pet_products_display_on_website,# 91 | Top 1.61% | Dog Oral Care Supplies,13109,-28 %,,4.1,8317,0 %,-,2026/03/12 14:20,6,1 %,Your favourite store (VAT Reg) (100%) / A3I44ZB28Y2ZRR,,-,0 %,22 %,10,1.48,42,yes,no,yes,no,,,,100 %,24.99,23.77,-5 %,0 %,24.99,23.77,-5 %,28,2.94,15.01 %,3.75,,,,,,,,,,,,,no,,,,,100 %,,,,,,,,,,,,,,,,,,,,,,,,,3,4,,,2021/01/13,2021/02/04,Oxyfresh-Premium-Dental-Solution-Additive,Pet Supplies,"Oral Care Supplies, Everyday Essentials: Pets, node 2, Pet Health Supplies, Pets Dental Health Month",Pet Supplies › Dogs › Health Supplies › Dental Care › Oral Care Supplies,Pet Products,638822000542,0638822000542,00638822000542,00638822000542,,"B0047VWPNI,B004EA2OBK",TOOTH_CLEANING_AGENT,FENRIR,Oxyfresh,,,458,,,,1,count,,,,,,,,,,,,,,,,,,,,,0,no,,,no,391,270,1,,,,,,,,no,no,,no,no,no,no,no,,,-,,,,
B004SBLK06,co.uk,https://m.media-amazon.com/images/I/61rvlPXZcTL.jpg;https://m.media-amazon.com/images/I/81L18Lcy4nL.jpg;https://m.media-amazon.com/images/I/81G7cjmdTfL.jpg;https://m.media-amazon.com/images/I/81omb3WdLQL.jpg;https://m.media-amazon.com/images/I/81hy5q1-CrL.jpg;https://m.media-amazon.com/images/I/91cOJHixJLL.jpg,"SMELLEZE Dead Animal Odor Eliminator for Strong Odor Removal - Eliminate Dead Rodent & Wildlife Smell - Safe Indoor & Outdoor Use, Natural Odor Remover, Fresh & Effective - 1 Pouch.",50,30.22,,34.47,12 %,17,13629,3 %,107,Pet Supplies,pet_products_display_on_website,# 2 | Top 1.75% | Small Animal Odour Removers,13192,15 %,,3.7,2266,-1 %,-,2026/03/19 12:20,3,1 %,D-PRIME MALL (100%) / A1ONCVTPC37LQV,,35.85,0 %,34 %,18,3.18,21,yes,no,yes,no,,,,100 %,29.89,34.20,13 %,0 %,29.89,34.36,13 %,125,2.72,13 %,3.93,36.69,36.68,0 %,88,,29.95,,,,,,,no,,,,,100 %,,,,,,,,,,,,,,,,,,,,,,,,,17,11,,,2021/02/01,2011/03/16,SMELLEZE-Reusable-Animal-Removal-Deodorizer,Pet Supplies,Odour Removers,Pet Supplies › Small Animals › Odour & Stain Removers › Odour Removers,Health and Beauty,615760113046,0615760113046,,11304,,,AREA_DEODORIZER,Smelleze,SMELLEZE,,,11304,,Green,1 count (Pack of 1),1,count,Unscented,Pouch,,Granules,Granules,,,Eliminate dead animal odors in indoor and outdoor environments,,,,,,,Personal Care,1,,,,English,0,no,,,no,1683,400,1,669,454,,,,,,no,no,,no,no,no,no,no,,,-,,,,
B084G9FXVV,co.uk,https://m.media-amazon.com/images/I/618dNUH0R1L.jpg;https://m.media-amazon.com/images/I/61Hf1MJ6pWL.jpg;https://m.media-amazon.com/images/I/51Xw+zMJEtL.jpg,Boodles 10 x Bulls PIZZLES Pizzle Bully Sticks Premium 100% NATURAL Dog Treat Chew Thickness Varies Natural Product,50,23.99,,23.99,0 %,2,24033,43 %,21,Pet Supplies,pet_products_display_on_website,# 21 | Top 6% | Bully Stick Dog Treats,13754,-39 %,,4.5,170,,-,2026/03/10 20:02,,28 %,Dog Treats UK (100%) / AIJB14JQ2N2Q0,,-,0 %,73 %,1,-,8,yes,no,yes,yes,,,,100 %,23.99,23.99,0 %,39 %,,23.99,,,2.93,15.01 %,3.60,,,,,,,,,,,,,no,,,,,100 %,,,,,,,,,,,,,,,,,23.99,,,,,,,,2,1,,,2020/02/07,2019/08/15,PIZZLES-Premium-NATURAL-Dog-Thickness,Pet Supplies,Bully Sticks,Pet Supplies › Dogs › Treats › Bully Sticks,Pet Products,"604015860156, 604015860286","0604015860156, 0604015860286",,,,B07FYFB7TZ,PET_FOOD,Dog Treats UK,Boodles Dog Treats,Boodles Dog Treats,BoodlesProducts,,,,1 count (Pack of 1),1,count,,Stick,,,,,Dogs,"pet_dental_health, reward","Teeth, Reward",Promotes dental health and provides extra nutrients,,,,,,1,,,,,0,no,,,yes,2442,320,1,27,310,,Beef,,"High in Protein, High in Minerals and vitamins, Additive FREE, No Grain, No fillers, Gluten FREE",,no,no,,no,no,no,no,no,,,-,,,,LOW SELLER CHECK
B0BCGF295Z,co.uk,https://m.media-amazon.com/images/I/61jw97lFmWL.jpg;https://m.media-amazon.com/images/I/71429X+sFBL.jpg;https://m.media-amazon.com/images/I/71TDIHlVE7L.jpg;https://m.media-amazon.com/images/I/7142fPumQ+L.jpg;https://m.media-amazon.com/images/I/71n6VGr33HL.jpg;https://m.media-amazon.com/images/I/81oRNGX0ZDL.jpg;https://m.media-amazon.com/images/I/71mUMCBjPWL.jpg,"TRIXIE Dog Toy Intelligence Dog Activity Strategy Game ‘Ball & Treat’ - Challenging Intelligence Toy for Dogs to Keep Them Busy 17x18cm, Animal Welfare Compliant - 32009",50,25.39,25.39,24.36,-4 %,6,19572,31 %,59,Pet Supplies,pet_products_display_on_website,# 91 | Top 0.31% | Interactive Toys for Dogs,13524,4 %,,3,677,,254,2026/03/18 11:00,1000,0 %,Amazon,,-,94 %,94 %,3,2.18,22,yes,no,yes,no,24.43,-4 %,1000,0 %,25.37,24.32,-4 %,0 %,,28.40,,817,3.37,15.01 %,3.81,,27.84,,7,,,,,,,,,no,,9.36,9.95,6 %,23 %,,10.20,,,10.85,,,9.82,,,9.06,,,9.51,,24.99,24.99,0 %,,,,,,,12,4,6,3,2022/11/03,2022/11/25,Activity-Ball-Treat-strategy-game,Pet Supplies,Interactive Toys,Pet Supplies › Dogs › Toys › Interactive Toys,Pet Products,,4011905320090,04011905320090,32009,B0CMCHJS5Q,"B0054Q9TMA,B003TOKTEG",PET_TOY,Trixie,TRIXIE,TRIXIE,TRIXIEPetSupplies,32009,Style: Ball & Treat;,Blue/White,One Size,1,count,Unscented,,Dog,Ball & Treat,Natural Rubber,,Dogs,Indoor,"Mental Stimulation,Enrichment",,,,,,,1,,,,,0,no,,,yes,17312,840,1,5202,600,Dog Activity Ball & Treat Strategy Game,"Dog Activity Ball and Treat strategy game, ø 17 × 18 cm",,,,no,no,,no,no,no,no,no,,,-,,,,AMAZON CHECK
